,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
55,102000-101999,"' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm <Processing/> """,robot,32211,1.8,"' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm <Processing/> """,melting,222211,1.6666666666666667,1,"' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm robot ""","' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm Processing ""","' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm melting ""","' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm Processing """
56,101998-101999,"' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm <Processing/> """,Terminating,22110,1.2,"' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm <Processing/> """,melting,222211,1.6666666666666667,2,"' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm Terminating ""","' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm Processing ""","' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm melting ""","' Terminator ' Director Tim Miller Reflects on Box Office Trauma and James Cameron Fights : "" I 'm Processing """
57,101014-101013,' The Best Part Of The <First Amendment/> ' : Dave Chappelle Accepts Mark Twain Prize,Fame,21100,0.8,' The Best Part Of The First Amendment ' : Dave Chappelle <Accepts/> Mark Twain Prize,takes,21000,0.6,1,' The Best Part Of The Fame ' : Dave Chappelle Accepts Mark Twain Prize,' The Best Part Of The First Amendment ' : Dave Chappelle Accepts Mark Twain Prize,' The Best Part Of The First Amendment ' : Dave Chappelle takes Mark Twain Prize,' The Best Part Of The First Amendment ' : Dave Chappelle Accepts Mark Twain Prize
58,101393-101394,"' The Godfather , ' ' Chinatown ' producer Robert Evans <dies/> ",exercises,11100,0.6,"' The Godfather , ' ' Chinatown ' producer Robert Evans <dies/> ",frys,11000,0.4,1,"' The Godfather , ' ' Chinatown ' producer Robert Evans exercises ","' The Godfather , ' ' Chinatown ' producer Robert Evans dies ","' The Godfather , ' ' Chinatown ' producer Robert Evans frys ","' The Godfather , ' ' Chinatown ' producer Robert Evans dies "
59,107103-107102,' The Mandalorian ' : Meet the Actor Who <Punched/> the $ 5 Million Baby Yoda,sold,0,0.0,' The Mandalorian ' : Meet the Actor Who <Punched/> the $ 5 Million Baby Yoda,birthed,33211,2.0,2,' The Mandalorian ' : Meet the Actor Who sold the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who Punched the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who birthed the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who Punched the $ 5 Million Baby Yoda
60,107103-107101,' The Mandalorian ' : Meet the Actor Who <Punched/> the $ 5 Million Baby Yoda,sold,0,0.0,' The Mandalorian ' : Meet the Actor Who <Punched/> the $ 5 Million Baby Yoda,adopted,21000,0.6,2,' The Mandalorian ' : Meet the Actor Who sold the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who Punched the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who adopted the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who Punched the $ 5 Million Baby Yoda
61,107102-107101,' The Mandalorian ' : Meet the Actor Who <Punched/> the $ 5 Million Baby Yoda,birthed,33211,2.0,' The Mandalorian ' : Meet the Actor Who <Punched/> the $ 5 Million Baby Yoda,adopted,21000,0.6,1,' The Mandalorian ' : Meet the Actor Who birthed the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who Punched the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who adopted the $ 5 Million Baby Yoda,' The Mandalorian ' : Meet the Actor Who Punched the $ 5 Million Baby Yoda
62,107810-107811,' The situation is tragic ' : Hundreds of <children/> died in Syria 's Al-Hol camp last year,chickens,11000,0.4,' The situation is tragic ' : Hundreds of children <died/> in Syria 's Al-Hol camp last year,vomited,11110,0.8,2,' The situation is tragic ' : Hundreds of chickens died in Syria 's Al-Hol camp last year,' The situation is tragic ' : Hundreds of children died in Syria 's Al-Hol camp last year,' The situation is tragic ' : Hundreds of children vomited in Syria 's Al-Hol camp last year,' The situation is tragic ' : Hundreds of children died in Syria 's Al-Hol camp last year
63,106085-106084,' The worst <briefing/> I 've had ' : Senate Iran briefing gets heated,brothel,22211,1.6,' The worst briefing I 've had ' : Senate <Iran/> briefing gets heated,golf,21110,1.0,1,' The worst brothel I 've had ' : Senate Iran briefing gets heated,' The worst briefing I 've had ' : Senate Iran briefing gets heated,' The worst briefing I 've had ' : Senate golf briefing gets heated,' The worst briefing I 've had ' : Senate Iran briefing gets heated
64,106013-106012,' The worst national security <team/> that I 've ever seen ',clowns,21111,1.2,' The worst national <security/> team that I 've ever seen ',lampoon,32100,1.2,0,' The worst national security clowns that I 've ever seen ',' The worst national security team that I 've ever seen ',' The worst national lampoon team that I 've ever seen ',' The worst national security team that I 've ever seen '
65,106107-106106,' This ca n't be real ' : 27 Edmontonians believed dead in Iran <plane/> crash | CBC News,candy,22210,1.4,' This ca n't be real ' : 27 Edmontonians believed dead in Iran <plane/> crash | CBC News,UFO,22211,1.6,2,' This ca n't be real ' : 27 Edmontonians believed dead in Iran candy crash | CBC News,' This ca n't be real ' : 27 Edmontonians believed dead in Iran plane crash | CBC News,' This ca n't be real ' : 27 Edmontonians believed dead in Iran UFO crash | CBC News,' This ca n't be real ' : 27 Edmontonians believed dead in Iran plane crash | CBC News
66,107669-107670,' Unquestionably Alarming Signs ' : New Data Confirms Earth Just Had Hottest <Decade/> on Record,Date,33200,1.6,' Unquestionably Alarming Signs ' : New Data Confirms Earth Just Had Hottest <Decade/> on Record,mixtape,33222,2.4,2,' Unquestionably Alarming Signs ' : New Data Confirms Earth Just Had Hottest Date on Record,' Unquestionably Alarming Signs ' : New Data Confirms Earth Just Had Hottest Decade on Record,' Unquestionably Alarming Signs ' : New Data Confirms Earth Just Had Hottest mixtape on Record,' Unquestionably Alarming Signs ' : New Data Confirms Earth Just Had Hottest Decade on Record
67,100059-100057,"' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with <cancer/> ",zombies,32110,1.4,"' Walking Dead ' <actor/> and former firefighter , Dango Nguyen , dies after battle with cancer",zombie,11110,0.8,1,"' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with zombies ","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with cancer ","' Walking Dead ' zombie and former firefighter , Dango Nguyen , dies after battle with cancer","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with cancer"
68,100059-100058,"' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with <cancer/> ",zombies,32110,1.4,"' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with <cancer/> ",alligator,33220,2.0,2,"' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with zombies ","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with cancer ","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with alligator ","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with cancer "
69,100057-100058,"' Walking Dead ' <actor/> and former firefighter , Dango Nguyen , dies after battle with cancer",zombie,11110,0.8,"' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with <cancer/> ",alligator,33220,2.0,2,"' Walking Dead ' zombie and former firefighter , Dango Nguyen , dies after battle with cancer","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with cancer","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with alligator ","' Walking Dead ' actor and former firefighter , Dango Nguyen , dies after battle with cancer "
70,105908-105909,"' We 're going to war , bro ' : Fort Bragg 's 82nd Airborne deploys to the <Middle East/>",buffet,22111,1.4,"' We 're going to <war/> , bro ' : Fort Bragg 's 82nd Airborne deploys to the Middle East",party,22211,1.6,2,"' We 're going to war , bro ' : Fort Bragg 's 82nd Airborne deploys to the buffet","' We 're going to war , bro ' : Fort Bragg 's 82nd Airborne deploys to the Middle East","' We 're going to party , bro ' : Fort Bragg 's 82nd Airborne deploys to the Middle East","' We 're going to war , bro ' : Fort Bragg 's 82nd Airborne deploys to the Middle East"
71,105049-105050,' What an insult ' : CES names Ivanka Trump as <keynote/> speaker,loud,32222,2.2,' What an insult ' : CES names Ivanka Trump as keynote <speaker/> ,immigrant,21000,0.6,1,' What an insult ' : CES names Ivanka Trump as loud speaker,' What an insult ' : CES names Ivanka Trump as keynote speaker,' What an insult ' : CES names Ivanka Trump as keynote immigrant ,' What an insult ' : CES names Ivanka Trump as keynote speaker 
72,101308-101309,' When Will Someone Go to <Jail/> ? ' : New Report Shows Google Secretly Storing Health Data of Millions of Americans,Church,22100,1.0,' When Will Someone Go to <Jail/> ? ' : New Report Shows Google Secretly Storing Health Data of Millions of Americans,space,11000,0.4,1,' When Will Someone Go to Church ? ' : New Report Shows Google Secretly Storing Health Data of Millions of Americans,' When Will Someone Go to Jail ? ' : New Report Shows Google Secretly Storing Health Data of Millions of Americans,' When Will Someone Go to space ? ' : New Report Shows Google Secretly Storing Health Data of Millions of Americans,' When Will Someone Go to Jail ? ' : New Report Shows Google Secretly Storing Health Data of Millions of Americans
73,100087-100088,' Who <Framed/> Roger Rabbit ' animator Richard Williams has died,Killed,32100,1.2,' Who <Framed/> Roger Rabbit ' animator Richard Williams has died,argued,10000,0.2,1,' Who Killed Roger Rabbit ' animator Richard Williams has died,' Who Framed Roger Rabbit ' animator Richard Williams has died,' Who argued Roger Rabbit ' animator Richard Williams has died,' Who Framed Roger Rabbit ' animator Richard Williams has died
74,100410-100411,' Will & <Grace/> ' stars Debra Messing and Eric McCormack call for Hollywood to blacklist those attending Trump fundraiser,hope,10000,0.2,' Will & Grace ' stars Debra Messing and Eric McCormack call for Hollywood to <blacklist/> those attending Trump fundraiser,celebrate,21000,0.6,2,' Will & hope ' stars Debra Messing and Eric McCormack call for Hollywood to blacklist those attending Trump fundraiser,' Will & Grace ' stars Debra Messing and Eric McCormack call for Hollywood to blacklist those attending Trump fundraiser,' Will & Grace ' stars Debra Messing and Eric McCormack call for Hollywood to celebrate those attending Trump fundraiser,' Will & Grace ' stars Debra Messing and Eric McCormack call for Hollywood to blacklist those attending Trump fundraiser
75,100251-100250,' You 're the <guy/> with the ball to the crotch ' : The inside story behind the funniest baseball card ever made,boy,0,0.0,' You 're the guy with the <ball/> to the crotch ' : The inside story behind the funniest baseball card ever made,raccoon,32100,1.2,2,' You 're the boy with the ball to the crotch ' : The inside story behind the funniest baseball card ever made,' You 're the guy with the ball to the crotch ' : The inside story behind the funniest baseball card ever made,' You 're the guy with the raccoon to the crotch ' : The inside story behind the funniest baseball card ever made,' You 're the guy with the ball to the crotch ' : The inside story behind the funniest baseball card ever made
76,100330-100329,' Your <numbers/> are fake ' : Puerto Rico newspaper slams Trump for touting hurricane aid claim,teeth,22222,2.0,' Your <numbers/> are fake ' : Puerto Rico newspaper slams Trump for touting hurricane aid claim,hairs,33221,2.2,2,' Your teeth are fake ' : Puerto Rico newspaper slams Trump for touting hurricane aid claim,' Your numbers are fake ' : Puerto Rico newspaper slams Trump for touting hurricane aid claim,' Your hairs are fake ' : Puerto Rico newspaper slams Trump for touting hurricane aid claim,' Your numbers are fake ' : Puerto Rico newspaper slams Trump for touting hurricane aid claim
77,100037-100038,"10,872 New Yorkers to See Their Marijuana <Convictions/> Disappear",Addiction,32211,1.8,"10,872 New Yorkers to See Their <Marijuana/> Convictions Disappear",shouting,21100,0.8,1,"10,872 New Yorkers to See Their Marijuana Addiction Disappear","10,872 New Yorkers to See Their Marijuana Convictions Disappear","10,872 New Yorkers to See Their shouting Convictions Disappear","10,872 New Yorkers to See Their Marijuana Convictions Disappear"
78,106224-106223,138 <Passengers/> on Flight that Crashed in Iran were Going to Canada - Trudeau,goats,32100,1.2,138 Passengers on Flight that Crashed in Iran were Going to <Canada/> - Trudeau,Utopia,21000,0.6,1,138 goats on Flight that Crashed in Iran were Going to Canada - Trudeau,138 Passengers on Flight that Crashed in Iran were Going to Canada - Trudeau,138 Passengers on Flight that Crashed in Iran were Going to Utopia - Trudeau,138 Passengers on Flight that Crashed in Iran were Going to Canada - Trudeau
